--------------------------------------------------------
EVENT #1
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
54      | 21       | 71      | 0                 | 55 59-63 66       | 357.352      | 0.232572     | -2.43538     | 367.06       | -2.13248e-06 
55      | 221      | 2       | 0                 | 77-78             | 113.789      | 0.232514     | -2.43227     | 116.88       | 0.54785      
56      | 2212     | 1       | 0                 |                   | 2.77047      | 3.61216      | 2.16467      | 51.3632      | 0.93827      
57      | 323      | 2       | 0                 |                   | 5.81877      | 1.9826       | 1.62685      | 21.5478      | 0.936013     
58      | 2212     | 1       | 0                 |                   | 0.664515     | -7.09256     | -2.3971      | 399.703      | 0.93827      
59      | 310      | 1       | 0                 |                   | 7.16933      | -0.145257    | -2.93561     | 7.26217      | 0.49761      
60      | 310      | 1       | 0                 |                   | 15.4256      | -0.140621    | -3.10153     | 15.5863      | 0.49761      
61      | 111      | 2       | 0                 | 79                | 21.4834      | -0.146029    | -3.11003     | 21.7133      | 0.13498      
62      | 310      | 1       | 0                 |                   | 93.4709      | 0.227642     | -2.42935     | 95.9045      | 0.49761      
63      | 111      | 2       | 0                 | 80                | 16.293       | 0.216931     | -2.44445     | 16.6784      | 0.13498      
64      | 111      | 2       | 0                 | 81                | 14.0465      | 4.34459      | -2.99232     | 541.306      | 0.13498      
65      | 2212     | 1       | 0                 |                   | 0.54651      | 4.57356      | 2.81789      | 26.4947      | 0.93827      
66      | 310      | 1       | 0                 |                   | 29.1708      | 0.219602     | -2.43094     | 29.8812      | 0.49761      
67      | 11       | 1       | 0                 |                   | 0.0703378    | -6.45992     | -2.70618     | 22.4733      | 0.000511     
68      | -11      | 1       | 0                 |                   | 0.0383497    | -6.36007     | -2.59931     | 11.0886      | 0.000511     
69      | 321      | 1       | 0                 |                   | 0.636088     | -0.0436731   | -1.65877     | 0.805667     | 0.49368      
70      | -321     | 1       | 0                 |                   | 0.593974     | -0.0613354   | -2.06683     | 0.77321      | 0.49368      
71      | 130      | 1       | 0                 |                   | 0.370175     | 0.123521     | 2.2838       | 0.62189      | 0.49761      
72      | 310      | 1       | 0                 |                   | 0.226821     | 0.69065      | 2.80582      | 0.572506     | 0.49761      
73      | 130      | 1       | 0                 |                   | 0.00597734   | -8.73618     | 3.08675      | 18.6083      | 0.49761      
74      | 310      | 1       | 0                 |                   | 0.253375     | -5.08553     | -0.524478    | 20.4878      | 0.49761      
75      | 130      | 1       | 0                 |                   | 1.37045      | -0.873389    | 0.481082     | 1.99043      | 0.49761      
76      | 310      | 1       | 0                 |                   | 0.964252     | -1.08729     | 0.45135      | 1.66856      | 0.49761      
77      | 22       | 1       | 0                 |                   | 16.0837      | 0.241573     | -2.42461     | 16.5553      | -3.12569e-07 
78      | 22       | 1       | 0                 |                   | 97.7058      | 0.23102      | -2.43353     | 100.325      | -1.65181e-06 
79      | 22       | 1       | 0                 |                   | 21.272       | -0.14665     | -3.11008     | 21.5012      | 4.25662e-07  
80      | 22       | 1       | 0                 |                   | 14.1573      | 0.218184     | -2.44149     | 14.4956      | -3.52626e-07 
81      | 22       | 1       | 0                 |                   | 11.3013      | 4.34821      | -2.98932     | 437.094      | -7.62939e-06 
82      | 11       | 1       | 0                 |                   | 0.805488     | 1.74497      | 1.77525      | 2.37635      | 0.000511     
83      | -11      | 1       | 0                 |                   | 0.43945      | 1.59312      | 1.79648      | 1.12551      | 0.000511     
--------------------------------------------------------
EVENT #6
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 18 20 36 43-45 55-59 61-70 84-85 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 34-35 37-40 42-45 51-52 55-70 84-85 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 1        | 21      | 0                 | 5-7               | 0            | 25194        | 0            | 2437.97      | 0            
4       | 2        | 21      | 0                 | 5-7               | 0            | -25172.8     | 0            | 2416.82      | 0            
5       | 25       | 22      | 0                 | 10                | 256.017      | 1.30017      | 2.53977      | 1143.61      | 1026.24      
6       | 1        | 23      | 0                 | 11                | 252.367      | 2.57001      | -0.583373    | 1658.36      | 0.33         
7       | 2        | 23      | 0                 | 41                | 5.94331      | -6.53784     | -1.5022      | 2052.81      | 0.33         
8       | 4        | 41      | 0                 | 9 35 37 60-69     | 1.43214e-14  | 38.2542      | 3.01724      | 294.144      | -5.3948e-06  
9       | 4        | 43      | 0                 | 13                | 23.1233      | 3.06911      | -0.0469759   | 249.379      | 1.5          
10      | 25       | 44      | 0                 | 17                | 257.73       | 1.295        | 2.52924      | 1144.11      | 1026.24      
11      | 1        | 44      | 0                 | 46-50             | 252.322      | 2.56954      | -0.583077    | 1657.3       | 0.33         
12      | 4        | 42      | 0                 | 8                 | 2.53413e-15  | 39.9861      | 0.502843     | 294.144      | -6.60725e-06 
13      | 4        | 44      | 0                 | 15                | 23.1611      | 3.07021      | -0.0460513   | 250.061      | 1.5          
14      | 4        | 42      | 0                 | 12                | 5.40989e-14  | 36.9252      | -2.04729     | 294.144      | 0            
15      | 4        | 44      | 0                 | 16 55-59 70 84-85 | 23.1709      | 3.07052      | -0.0451202   | 250.245      | 1.5          
16      | 4        | 51      | 0                 | 19                | 17.8863      | 3.04485      | 0.0178469    | 188.299      | 1.5          
17      | 25       | 62      | 0                 | 21-22             | 258.362      | 1.29277      | 2.5324       | 1144.23      | 1026.24      
18      | 4        | 61      | 0                 | 14                | 1.4329       | 6.0175       | -0.700739    | 294.142      | -5.3948e-06  
19      | 4        | 62      | 0                 | 53                | 18.5788      | 3.00621      | -0.0145893   | 188.211      | 1.5          
20      | -4       | 63      | 0                 | 54                | 0.885033     | 5.85505      | 1.83617      | 154.443      | 1.5          
21      | 4900001  | 22      | 0                 | 23-24             | 411.277      | -0.211114    | 0.936284     | 425.268      | 63.6587      
22      | -4900001 | 22      | 0                 | 25-26             | 491.203      | 0.925858     | -2.75897     | 718.958      | 50.0802      
23      | 4900022  | 22      | 0                 | 27-28             | 95.3044      | 0.0655132    | 0.883553     | 95.5175      | 1.27376      
24      | 4900004  | 1       | 0                 |                   | 316.145      | -0.29227     | 0.952174     | 329.75       | 2            
25      | 4900022  | 22      | 0                 | 32-33             | 216.313      | 0.904297     | -2.64547     | 310.953      | 0.929706     
26      | -4900004 | 1       | 0                 |                   | 277.366      | 0.935999     | -2.84742     | 408.004      | 2            
27      | 13       | 23      | 0                 | 29-30             | 8.28781      | 0.0407178    | 0.916692     | 8.29535      | 0.10566      
28      | -13      | 23      | 0                 | 31                | 87.0216      | 0.0678691    | 0.880397     | 87.2222      | 0.10566      
29      | 13       | 1       | 0                 |                   | 8.2765       | 0.0407419    | 0.916738     | 8.28405      | 0.10566      
30      | 22       | 1       | 0                 |                   | 0.0580843    | 0.0591765    | 0.880847     | 0.058186     | -5.8062e-10  
31      | -13      | 1       | 0                 |                   | 86.9748      | 0.0678691    | 0.880397     | 87.1753      | 0.10566      
32      | 13       | 1       | 0                 |                   | 42.3541      | 0.896551     | -2.64859     | 60.5477      | 0.10566      
33      | -13      | 1       | 0                 |                   | 173.959      | 0.906176     | -2.64471     | 250.406      | 0.10566      
34      | 2212     | 1       | 0                 |                   | 0.394198     | -9.25244     | -0.0691901   | 2055.73      | 0.93827      
35      | 3        | 72      | 0                 | 45                | 7.91036      | 1.43653      | 1.75422      | 17.5832      | 0.5          
36      | 2212     | 1       | 0                 |                   | 0.342994     | 8.05592      | -0.430584    | 540.629      | 0.93827      
37      | -3       | 71      | 0                 | 69                | 9.83612      | 1.40429      | 1.6187       | 21.2508      | 0.765562     
